"CONTEXT_PARTNER_ID"|"PARTNER_PRODUCT_CODE"|"PARTNER_CAT_CODE"|"EAN"|"MANUFACTURER"|"MANUFACTURER_PART_NUMBER"|"PRODUCT_NAME"|"PRODUCT_DESCRIPTION"|"CATEGORY_LEVEL_1"|"CATEGORY_LEVEL_2"|"CATEGORY_LEVEL_3"|"COUNTRY"|"INVOICE_DATE"|"SALES_QUANTITY"|"SALES_REVENUE"|"TAX_INCLUDED"|"CURRENCY"|"CUSTOMER_COUNTRY"|"CUSTOMER_POSTCODE"|"PARTNER_CUSTOMER_CODE"|"CUSTOMER_NAME"|"CUSTOMER_ADDRESS"|"CUSTOMER_CITY"|"CUSTOMER_CODE"|"CUSTOMER_VAT_NUM"|"INVOICE_NUMBER"|"CUSTOMER_SEGMENTATION"|"VENDOR_PROGRAM_CODE"|"BUNDLE"|"TBA"
"TR3008"|"ESTBT-700BK"|"5702"|""|"AIWA"|"ESTBT-700BK"|"Aiwa ESTBT-700BK Bluetooth Kulaklik-Siya"|"Aiwa ESTBT-700BK Bluetooth Kulaklik-Siya"|"Kablosuz Kulaklik"|"Kablosuz Kulaklik"|""|"TR"|"2025-03-17"|"-2"|"-588.46"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250317"|"SMB"|""|"No"|""
"TR3008"|"MHKC3ZM/A"|"0806"|""|"APPLE"|"MHKC3ZM/A"|"iPhone12_12Pro Deri Kilif - Kali.Turuncu"|"iPhone12_12Pro Deri Kilif - Kali.Turuncu"|"Apple Aksesuar"|"Apple Aksesuar"|""|"TR"|"2025-03-17"|"-2"|"-1998.36"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250317"|"SMB"|""|"No"|""
"TR3008"|"99HAMH011-00"|"3705"|""|"HTC"|"99HAMH011-00"|"Htc Vive Linkbox (Always-On)"|"Htc Vive Linkbox (Always-On)"|"Sanal Gerceklik Aks"|"Sanal Gerceklik Aks"|""|"TR"|"2025-03-17"|"2"|"820.08"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250317"|"SMB"|""|"No"|""
"TR3008"|"5301AKFF"|"0115"|""|"HONOR"|"5301AKFF"|"HONOR Pad X8a 4+64 NDL-W09"|"HONOR Pad X8a 4+64 NDL-W09"|"Tablet"|"Tablet"|""|"TR"|"2025-03-18"|"3"|"11625"|"No"|"TRY"|"TR"|""|""|""|""|"ANTALYA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"9711AAMM"|"4701"|""|"HONOR"|"9711AAMM"|"Honor Hediye Sirt Cantasi"|"Honor Hediye Sirt Cantasi"|"Notebook Cantalari"|"Notebook Cantalari"|""|"TR"|"2025-03-18"|"3"|".03"|"No"|"TRY"|"TR"|""|""|""|""|"ANTALYA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"5504ABRS"|"5702"|""|"HONOR"|"5504ABRS"|"HONOR x7 Lite Kulakici Kulaklik Beyaz"|"HONOR x7 Lite Kulakici Kulaklik Beyaz"|"Kablosuz Kulaklik"|"Kablosuz Kulaklik"|""|"TR"|"2025-03-18"|"1"|".01"|"No"|"TRY"|"TR"|""|""|""|""|"ANTALYA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"28000"|"No"|"TRY"|"TR"|""|""|""|""|"ANTALYA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"11"|"308000"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYWX3TU/A"|"0416"|""|"APPLE"|"MYWX3TU/A"|"iPhone 16 Pro Max 256GB Desert Titanium"|"iPhone 16 Pro Max 256GB Desert Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"3"|"231249.99"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"S6CAW-R740"|"5702"|""|"SKULLCANDY"|"S6CAW-R740"|"Skullcandy Crusher ANC 2 Bluetooth Kulak"|"Skullcandy Crusher ANC 2 Bluetooth Kulak"|"Kablosuz Kulaklik"|"Kablosuz Kulaklik"|""|"TR"|"2025-03-18"|"1"|"9999.17"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"4"|"112333.33"|"No"|"TRY"|"TR"|""|""|""|""|"IZMIR"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MW42V-2ALCTR1"|"3701"|""|"TCL"|"MW42V-2ALCTR1"|"MW42V Black/SCD"|"MW42V Black/SCD"|"Akilli Saatler"|"Akilli Saatler"|""|"TR"|"2025-03-18"|"250"|"270832.5"|"No"|"TRY"|"TR"|""|""|""|""|"IZMIR"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYWX3TU/A"|"0416"|""|"APPLE"|"MYWX3TU/A"|"iPhone 16 Pro Max 256GB Desert Titanium"|"iPhone 16 Pro Max 256GB Desert Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"77083.33"|"No"|"TRY"|"TR"|""|""|""|""|"IZMIR"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"7000000275593"|"2014"|""|"VAESKE"|"7000000275593"|"VAESKE PASLANMAZ CELIK TERMOS 750 ML SYH"|"VAESKE PASLANMAZ CELIK TERMOS 750 ML SYH"|"Saglik Urunleri"|"Saglik Urunleri"|""|"TR"|"2025-03-18"|"1"|"330.61"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"5301AKFF"|"0115"|""|"HONOR"|"5301AKFF"|"HONOR Pad X8a 4+64 NDL-W09"|"HONOR Pad X8a 4+64 NDL-W09"|"Tablet"|"Tablet"|""|"TR"|"2025-03-18"|"1"|"3875"|"No"|"TRY"|"TR"|""|""|""|""|"ZONGULDAK"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"9711AAMM"|"4701"|""|"HONOR"|"9711AAMM"|"Honor Hediye Sirt Cantasi"|"Honor Hediye Sirt Cantasi"|"Notebook Cantalari"|"Notebook Cantalari"|""|"TR"|"2025-03-18"|"1"|".01"|"No"|"TRY"|"TR"|""|""|""|""|"ZONGULDAK"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MPUR3TU/A"|"0416"|""|"APPLE"|"MPUR3TU/A"|"IPHONE 14 STARLIGHT 128GB-TUR"|"IPHONE 14 STARLIGHT 128GB-TUR"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"35166.66"|"No"|"TRY"|"TR"|""|""|""|""|"KIRKLARELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MTP43TU/A"|"0416"|""|"APPLE"|"MTP43TU/A"|"IPHONE 15 BLUE 128GB-TUR"|"IPHONE 15 BLUE 128GB-TUR"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"42916.66"|"No"|"TRY"|"TR"|""|""|""|""|"KIRKLARELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYNE3TU/A"|"0416"|""|"APPLE"|"MYNE3TU/A"|"iPhone 16 Pro 128GB White Titanium"|"iPhone 16 Pro 128GB White Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"62708.33"|"No"|"TRY"|"TR"|""|""|""|""|"KIRKLARELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"15"|"420000"|"No"|"TRY"|"TR"|""|""|""|""|"KIRKLARELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"ESTBT-700BK"|"5702"|""|"AIWA"|"ESTBT-700BK"|"Aiwa ESTBT-700BK Bluetooth Kulaklik-Siya"|"Aiwa ESTBT-700BK Bluetooth Kulaklik-Siya"|"Kablosuz Kulaklik"|"Kablosuz Kulaklik"|""|"TR"|"2025-03-18"|"1"|"282.5"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"6934177728594"|"2022"|""|"XIAOMI"|"6934177728594"|"Xiaomi Mi Smart Air Fryer 3.5L"|"Xiaomi Mi Smart Air Fryer 3.5L"|"Airfryer"|"Airfryer"|""|"TR"|"2025-03-18"|"1"|"1494.61"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MPVX3TU/A"|"0416"|""|"APPLE"|"MPVX3TU/A"|"IPHONE 14 MIDNIGHT 256GB-TUR"|"IPHONE 14 MIDNIGHT 256GB-TUR"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"38165.83"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"PRMS-SWRKI"|"0805"|""|"VESTEL"|"PRMS-SWRKI"|"SWAROVSKI BILEKLIK - PROMOSYON"|"SWAROVSKI BILEKLIK - PROMOSYON"|"Promosyon"|"Promosyon"|""|"TR"|"2025-03-18"|"1"|".83"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"EP-TA800NBEGWW"|"6302"|""|"SAMSUNG"|"EP-TA800NBEGWW"|"Samsung EP-TA800N TypeC 25W Kablosuz-Syh"|"Samsung EP-TA800N TypeC 25W Kablosuz-Syh"|"Telefon/Tablet Sarj"|"Telefon/Tablet Sarj"|""|"TR"|"2025-03-18"|"1"|"332.5"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"JB.JBLC100SIUWHT"|"5701"|""|"JBL"|"JB.JBLC100SIUWHT"|"C100SI, Kulaklik, CT, IE, Beyaz"|"C100SI, Kulaklik, CT, IE, Beyaz"|"Kablolu Kulaklik"|"Kablolu Kulaklik"|""|"TR"|"2025-03-18"|"2"|"500"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"EO-IC100BWEGWW"|"5701"|""|"SAMSUNG"|"EO-IC100BWEGWW"|"Samsung EO-IC100B Type C Kulaklik-Beyaz"|"Samsung EO-IC100B Type C Kulaklik-Beyaz"|"Kablolu Kulaklik"|"Kablolu Kulaklik"|""|"TR"|"2025-03-18"|"1"|"443.78"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MHDA3TU/A"|"0416"|""|"APPLE"|"MHDA3TU/A"|"iPhone 11 64GB Black"|"iPhone 11 64GB Black"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"19415.83"|"No"|"TRY"|"TR"|""|""|""|""|"KOCAELI"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYWX3TU/A"|"0416"|""|"APPLE"|"MYWX3TU/A"|"iPhone 16 Pro Max 256GB Desert Titanium"|"iPhone 16 Pro Max 256GB Desert Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"2"|"154166.66"|"No"|"TRY"|"TR"|""|""|""|""|"ADANA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYNK3TU/A"|"0416"|""|"APPLE"|"MYNK3TU/A"|"iPhone 16 Pro 256GB Desert Titanium"|"iPhone 16 Pro 256GB Desert Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"67958.33"|"No"|"TRY"|"TR"|""|""|""|""|"ADANA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"3"|"84000"|"No"|"TRY"|"TR"|""|""|""|""|"ADANA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"EP-DA705BWEGWW"|"5501"|""|"SAMSUNG"|"EP-DA705BWEGWW"|"Samsung TypeC Kablo (C to C) Beyaz"|"Samsung TypeC Kablo (C to C) Beyaz"|"Kablolar"|"Kablolar"|""|"TR"|"2025-03-18"|"10"|"3833.3"|"No"|"TRY"|"TR"|""|""|""|""|"ANKARA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYNG3TU/A"|"0416"|""|"APPLE"|"MYNG3TU/A"|"iPhone 16 Pro 128GB Natural Titanium"|"iPhone 16 Pro 128GB Natural Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"2"|"125416.66"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"28000"|"No"|"TRY"|"TR"|""|""|""|""|"ANKARA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPF3TU/A"|"0416"|""|"APPLE"|"MLPF3TU/A"|"iPhone 13 128GB Midnight"|"iPhone 13 128GB Midnight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"28333.33"|"No"|"TRY"|"TR"|""|""|""|""|"IZMIR"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MYNK3TU/A"|"0416"|""|"APPLE"|"MYNK3TU/A"|"iPhone 16 Pro 256GB Desert Titanium"|"iPhone 16 Pro 256GB Desert Titanium"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"1"|"67958.33"|"No"|"TRY"|"TR"|""|""|""|""|"ORDU"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"MLPG3TU/A"|"0416"|""|"APPLE"|"MLPG3TU/A"|"iPhone 13 128GB Starlight"|"iPhone 13 128GB Starlight"|"Akilli Telefon"|"IPHONE"|""|"TR"|"2025-03-18"|"3"|"84000"|"No"|"TRY"|"TR"|""|""|""|""|"ORDU"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"EO-IC100BWEGWW"|"5701"|""|"SAMSUNG"|"EO-IC100BWEGWW"|"Samsung EO-IC100B Type C Kulaklik-Beyaz"|"Samsung EO-IC100B Type C Kulaklik-Beyaz"|"Kablolu Kulaklik"|"Kablolu Kulaklik"|""|"TR"|"2025-03-18"|"5"|"1854.15"|"No"|"TRY"|"TR"|""|""|""|""|"ANKARA"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"5301AKFF"|"0115"|""|"HONOR"|"5301AKFF"|"HONOR Pad X8a 4+64 NDL-W09"|"HONOR Pad X8a 4+64 NDL-W09"|"Tablet"|"Tablet"|""|"TR"|"2025-03-18"|"3"|"11625"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250318"|"SMB"|""|"No"|""
"TR3008"|"9711AAMM"|"4701"|""|"HONOR"|"9711AAMM"|"Honor Hediye Sirt Cantasi"|"Honor Hediye Sirt Cantasi"|"Notebook Cantalari"|"Notebook Cantalari"|""|"TR"|"2025-03-18"|"3"|".03"|"No"|"TRY"|"TR"|""|""|""|""|"ISTANBUL"|""|""|"20250318"|"SMB"|""|"No"|""
